id,grade,unit,unit_label,question,choice1,choice2,choice3,choice4,answer
817,2,chemistry,化学,銅と酸素が反応するときの質量比として正しいものはどれか。,1:4,4:1,3:2,2:3,2
818,2,chemistry,化学,マグネシウムと酸素が反応するときの質量比として正しいものはどれか。,1:4,4:1,3:2,2:3,3
819,2,chemistry,化学,鉄と硫黄が反応するときの質量比として正しいものはどれか。,7:2,7:3,7:4,7:5,3
820,2,chemistry,化学,銅10gを加熱して完全に反応したときにできた酸化銅の質量は？,2.5g,12g,12.5g,15g,3
821,2,chemistry,化学,酸化銅20gを作るために必要な酸素の質量は？,4g,5g,8g,12g,1
822,2,chemistry,化学,酸化銅20gを作るために必要な銅の質量は？,4g,5g,15g,16g,4
823,2,chemistry,化学,マグネシウム9gを加熱して完全に反応したときにできた酸化マグネシウムの質量は？,2.25g,6g,11.25g,15g,4
824,2,chemistry,化学,酸化マグネシウム20gを作るために必要な酸素の質量は？,4g,5g,8g,12g,3
825,2,chemistry,化学,酸化マグネシウム20gを作るために必要なマグネシウムの質量は？,4g,5g,12g,16g,3
826,2,chemistry,化学,鉄粉14gと十分な量の硫黄を混ぜて加熱し、完全に反応したときにできた硫化鉄の質量は？,21g,22g,23g,24g,2
827,2,chemistry,化学,硫化鉄33gを作るために必要な硫黄の質量は？,3g,6g,9g,12g,4
828,2,chemistry,化学,硫化鉄11gを作るために必要な鉄の質量は？,4g,5g,6g,7g,4
829,2,chemistry,化学,質量保存の法則の説明として正しいものはどれか。,化学変化の前後で原子の組み合わせが変わらないこと,化学変化の前後で原子の組み合わせと原子の数が変わり、原子の種類が変わらないこと,化学変化の前後で原子の組み合わせと原子の種類が変わり、原子の数が変わらないこと,化学変化の前後で原子の組み合わせが変わり、原子の数と種類が変わらないこと,4
830,2,chemistry,化学,銅粉2.0gを加熱したところ、加熱後の質量が2.2gだった。このとき、酸化しなかった銅粉は何gか。,0.2g,1.0g,1.2g,1.8g,3
831,2,chemistry,化学,銅粉2.0gを加熱したところ、加熱後の質量が2.2gだった。このとき、反応しなかった銅粉をすべて酸化させるために必要な酸素はあと何gか,0.2g,0.3g,0.4g,0.8g,2
832,2,biology,生物,顕微鏡を運ぶとき、正しい持ち方はどれか。,片手でアームのみ持つ,両手で鏡台を支える,片手でアーム、もう一方の手で鏡台を支える,鏡台だけを持つ,3
833,2,biology,生物,顕微鏡で観察するとき、はじめにやることは何か。,はじめは高倍率で観察する,はじめは低倍率で観察する,直射日光の当たる明るいところで観察する,はじめは対物レンズとプレパラートを遠ざけてから観察する,4
834,2,biology,生物,プレパラートを作るとき、気泡が入らないようにするにはどうするか。,水を多くたらす,カバーガラスを真上から落とす,水をたらさない,カバーガラスを端からゆっくりかぶせる,4
835,2,biology,生物,顕微鏡の倍率の求め方はどれか。,接眼レンズの倍率 ＋ 対物レンズの倍率,接眼レンズの倍率 × 対物レンズの倍率,接眼レンズの倍率 ÷ 対物レンズの倍率,対物レンズの倍率 × 2,2
836,2,biology,生物,ミカヅキモやミドリムシのように体が一つの細胞でできている生物を何というか。,多細胞生物,単細胞生物,ミジンコ,微生物,2
837,2,biology,生物,植物の細胞にだけ見られるつくりはどれか。,核,細胞膜,細胞壁,細胞質,3
838,2,biology,生物,光合成を行う細胞質の一部は何か。,ミトコンドリア,葉緑体,液胞,細胞壁,2
839,2,biology,生物,動物の細胞にあって、植物の細胞にないものはどれか。,細胞壁,液胞,葉緑体,核,4
840,2,biology,生物,多細胞生物に分類されるものはどれか。,ミドリムシ,ミカヅキモ,ミジンコ,ゾウリムシ,3
841,2,biology,生物,顕微鏡のレンズを、接眼レンズ、対物レンズの順に取り付けるのはなぜか。,そういう構造になっているから,レンズが壊れやすいから,ほこりが入らないようにするため,手前にあるから,3
842,2,biology,生物,顕微鏡の倍率を高倍率にすると、視野と明るさはどうなるか。,視野が広くなり明るくなる,視野が狭くなり暗くなる,視野が広くなり暗くなる,視野が狭くなり明るくなる,2
843,2,biology,生物,緑色で動き回ることのできる生物はどれか。,ミカヅキモ,ハネケイソウ,ミドリムシ,アオミドロ,3
844,2,biology,生物,ミドリムシから出ている1本の毛のようなものの名前はどれか。,綿毛,せん毛,べん毛,よう毛,3
845,2,biology,生物,ゾウリムシのまわりの細かい毛の名前はどれか。,綿毛,せん毛,べん毛,よう毛,2
846,2,biology,生物,べん毛やせん毛は何のために使われるか。,呼吸のため,外敵から身を守るため,栄養を取り入れるため,水中で泳ぐため,4
847,2,biology,生物,細胞を発見した人物は誰か。,ロバート・フック（イギリス）,アルベルト・アインシュタイン（ドイツ）,ジョン・ドルトン（イギリス）,ドミトリ・メンデレーエフ（ロシア）,1
848,2,biology,生物,細胞の呼吸は、他に何と呼ばれるか。,外呼吸,光呼吸,内呼吸,腹式呼吸,3
849,2,biology,生物,細胞呼吸とは何か。,酸素を使って養分を分解し、エネルギーを取り出すはたらき,二酸化炭素を使って、エネルギーを取り出すはたらき,酸素を使って体内で水を作ること,酸素を取り入れ、二酸化炭素を出すこと,1
850,2,biology,生物,酸素を使って栄養分を分解し、エネルギーを取り出すはたらきを何というか。,光合成,外呼吸,細胞の呼吸,吸収,3
851,2,biology,生物,細胞の核を染めるために使う染色液として正しくないものはどれか。,酢酸カーミン液,酢酸オルセイン液,酢酸ダーリア液,酢酸液,4
852,2,biology,生物,酢酸カーミン液を使うと、細胞の核は何色に染まるか。,赤色,赤紫色,青紫色,青色,1
853,2,biology,生物,酢酸オルセイン液を使うと、細胞の核は何色に染まるか。,赤色,赤紫色,青紫色,青色,2
854,2,biology,生物,酢酸ダーリア液を使うと、細胞の核は何色に染まるか。,赤色,赤紫色,青紫色,青色,3
855,2,biology,生物,細胞の核を赤色に染める染色液はどれか。,酢酸ダーリア液,酢酸オルセイン液,酢酸カーミン液,酢酸液,3
856,2,biology,生物,細胞の核を赤紫色に染める染色液はどれか。,酢酸ダーリア液,酢酸オルセイン液,酢酸カーミン液,酢酸液,2
857,2,biology,生物,細胞の核を青紫色に染める染色液はどれか。,酢酸ダーリア液,酢酸オルセイン液,酢酸カーミン液,酢酸液,1
858,2,biology,生物,植物の細胞の葉緑体で行われるはたらきは何か。,呼吸,外呼吸,内呼吸,光合成,4
859,2,biology,生物,植物の細胞の細胞壁は何に役立っているか。,酸素の取り入れ,養分の保存,細胞を守り、体を支える,栄養の合成,3
860,2,biology,生物,ジンコやヒトのように、多くの細胞からできている生物を何というか。,単細胞生物,多細胞生物,特殊細胞生物,組織生物,2
861,2,biology,生物,ゾウリムシやミドリムシのように、一つの細胞で体ができている生物を何というか。,単細胞生物,多細胞生物,特殊細胞生物,組織生物,1
862,2,biology,生物,細胞呼吸によってできるものとして正しい組み合わせはどれか。,酸素と水,酸素とデンプン,二酸化炭素と水,二酸化炭素とデンプン,3
863,2,biology,生物,プレパラートを作るとき、カバーガラスをかぶせる際に使うと便利な器具として最も適しているものはどれか。,針金,スポイト,柄つき針,ガラス棒,3
864,2,biology,生物,顕微鏡で視野の端にある観察物を中央に動かしたいとき、プレパラートはどのように動かせばよいか。,観察物を動かしたい向きと同じ方向,観察物を動かしたい向きと逆の方向,動かさずにピントを合わせる,プレパラートの向きに関係なく上下する,2
865,2,biology,生物,接眼レンズの倍率が高くなると、レンズの長さはどうなるか。,長くなる,短くなる,変わらない,倍率と長さに関係性はない,2
866,2,biology,生物,対物レンズの倍率が高くなると、レンズの長さはどうなるか。,長くなる,短くなる,変わらない,倍率と長さに関係性はない,1
867,2,biology,生物,多細胞生物の体のつくりについて、正しいものはどれか。,組織が集まり、器官を作る,器官が集まり、細胞を作る,細胞が集まり、個体を作る,組織が集まり、個体を作る,1
868,2,biology,生物,表皮細胞・葉肉細胞など、形やはたらきが同じ細胞が集まったものは何か。,組織,器官,個体,細胞群,1
869,2,biology,生物,植物の葉の表皮にある、気体の出入り口となるものはどれか。,維管束,道管,師管,気孔,4
870,2,biology,生物,気孔は、2つの三日月のような形をした細胞に囲まれている。この細胞を何というか。,表皮細胞,葉肉細胞,孔辺細胞,三日月細胞,3
871,2,biology,生物,植物の道管が運ぶものとして正しいのはどれか。,水と養分,二酸化炭素,デンプン,酸素,1
872,2,biology,生物,根毛のはたらきとして正しいものはどれか。,光を受けとる,水と養分を吸収する,空気を取り込む,花粉を集める,2
873,2,biology,生物,葉でつくられた養分を体全体に運ぶのはどれか。,根毛,道管,師管,気孔,3
874,2,biology,生物,双子葉類の茎の維管束の並び方として正しいものはどれか。,道管が輪のように並ぶ,師管がばらばらに並ぶ,維管束が輪のように並ぶ,維管束が全体に散らばっている,3
875,2,biology,生物,単子葉類の茎の維管束の並び方として正しいものはどれか。,道管が輪のように並ぶ,師管がばらばらに並ぶ,維管束が輪のように並ぶ,維管束が全体に散らばっている,4
876,2,biology,生物,気孔を出入りする気体として正しくないものはどれか。,水蒸気,酸素,二酸化炭素,水素,4
877,2,biology,生物,根から吸い上げた水や水に溶けた養分の通り道を何というか。,維管束,道管,師管,気孔,2
878,2,biology,生物,葉の表面にある気孔は、主に葉のどちらの側に多く見られるか。,表側,裏側,両側ともに同じ数,判断できない,2
879,2,biology,生物,蒸散によって植物が得られる効果として正しいものはどれか。,花が開く,根がのびる,体温が上がる,体温が調節される,4
880,2,biology,生物,蒸散はどのようなところから行われるか。,根毛,道管,師管,気孔,4
881,2,biology,生物,根から吸い上げられた水が、植物の体から水蒸気として出ていく現象を何というか。,蒸発,呼吸,蒸散,光合成,3
882,2,biology,生物,多細胞生物の体の成り立ちの順序として正しいものはどれか。,組織→細胞→器官→個体,細胞→器官→組織→個体,器官→組織→細胞→個体,細胞→組織→器官→個体,4
883,2,biology,生物,形やはたらきが同じ細胞が集まったものを何というか。,組織,器官,個体,細胞群,1
884,2,biology,生物,器官の例として正しいものはどれか。,植物の表皮組織や動物の上皮組織,植物の葉や動物の胃,植物の葉肉細胞や動物の筋細胞,植物の葉肉組織や動物の上皮細胞,2
885,2,biology,生物,葉の表面にある筋を何というか。,葉筋,葉脈,毛細筋,気孔,2
886,2,biology,生物,導管と師管がいくつも集まってできた束のようなものを何というか。,道師管,集合管,維管束,集合束,3
887,2,biology,生物,葉の断面で、導管は表側に位置するか、裏側に位置するか。,表側,裏側,どちらでもない,表側のときも裏側のときもある,1
888,2,biology,生物,次のうち、葉緑体を持つものはどれか。,道管,師管,表皮細胞,孔辺細胞,4
889,2,biology,生物,蒸散により、さかんになることは何か。,体温の上昇,呼吸,根からの吸水,根の成長,3
890,2,biology,生物,蒸散を調べる実験で、試験管に植物の枝を入れ、水の減少量を計るとき、水面に油をたらす理由は何か。,水の吸収の効率を上げるため,水温の上昇を防ぐため,蒸散を活発にするため,水面からの水の蒸発を防ぐため,4
891,2,biology,生物,茎の断面において、導管と師管の位置について正しいものはどれか。,日向のよく当たる方に導管が、当たりにくい方に師管が位置する,決まった位置はない,茎の内側に導管、外側に師管が位置する,茎の外側に導管、外側に内管が位置する,3
892,2,biology,生物,蒸散を調べる実験で、ワセリンの用途は何か。,葉を固定すること,蒸散を促進すること,茎を守ること,気孔を防ぐこと,4
893,2,biology,生物,光合成は葉のどの部分で行われるか。,維管束,葉の表皮,葉緑体,気孔,3
894,2,biology,生物,デンプンの検出使う液体は何か。,フェノールフタレイン溶液,BTB溶液,ヨウ素液,ベネジクト液,3
895,2,biology,生物,デンプンを検出したとき，ヨウ素液は何色になるか。,赤,黄,青紫,黒,3
896,2,biology,生物,光合成でできる気体は何か。,酸素,二酸化炭素,水蒸気,水素,1
897,2,biology,生物,光合成で使われる気体は何か。,酸素,二酸化炭素,水蒸気,水素,2
898,2,biology,生物,光合成は何を原料としてデンプンなどの養分や酸素をつくられるか。,酸素と水,二酸化炭素と水,酸素と二酸化炭素,酸素と水蒸気,2
899,2,biology,生物,葉のつき方の特徴として正しいものはどれか。,上下にまっすぐ並んでいる,不規則に並び、ついている,互いに重なり合っている,互いに重なり合わないようについている,4
900,2,biology,生物,葉が互いに重なり合わないようについているのはなぜか。,葉を多くつけるため,日光ができるだけ多く当たるようにするため,花を咲かせるため,特に理由はない（分かっていない）,2
901,2,biology,生物,デンプンを調べるとき、葉を熱湯につけた後にエタノールにつける理由はどれか。,デンプン以外の物質を取り除くため,葉を消毒するため,葉を脱色するため,葉を乾燥させるため,3
902,2,biology,生物,デンプンの検出で、葉を熱湯につけた後、次に何につけるとよいか。,冷水,酢酸,食塩水,エタノール,4
903,2,biology,生物,調べたいこと以外の条件を同じにして比較する実験は何というか。,条件実験,対物実験,比較実験,対照実験,4
904,2,biology,生物,光合成は、二酸化炭素と水を原料に葉緑体で行われる。このとき必要なものは何か。,酸素,熱,光,土,3
905,2,biology,生物,光合成とは逆に、酸素を取り入れて二酸化炭素を出す働きを何というか。,消化,吸収,呼吸,蒸散,3
906,2,biology,生物,光合成と呼吸の特徴として正しいものはどれか。,昼は光合成のみ行われている,昼は呼吸のみ行われている,夜は光合成も呼吸も行われている,夜は呼吸のみ行われている,4
907,2,biology,生物,食物を体にとり入れやすい形に変えることを何というか。,呼吸,消化,吸収,排出,2
908,2,biology,生物,デンプンは消化によって最終的に何に分解されるか。,ブドウ糖,アミノ酸,グリコーゲン,脂肪酸とモノグリセリド,1
909,2,biology,生物,タンパク質は消化によって最終的に何に分解されるか。,ブドウ糖,アミノ酸,グリコーゲン,脂肪酸とモノグリセリド,2
910,2,biology,生物,脂肪は消化によって最終的に何に分解されるか。,ブドウ糖,アミノ酸,グリコーゲン,脂肪酸とモノグリセリド,4
911,2,biology,生物,デンプンを分解するはたらきをもち、だ液やすい液に含まれる消化酵素は何か。,アミラーゼ,ペプシン,トリプシン,リパーゼ,1
912,2,biology,生物,タンパク質を分解するはたらきをもち、胃液に含まられる消化酵素は何か。,アミラーゼ,ペプシン,トリプシン,リパーゼ,2
913,2,biology,生物,脂肪を分解するはたらきをもち、すい液に含まられる消化酵素は何か。,アミラーゼ,ペプシン,トリプシン,リパーゼ,4
914,2,biology,生物,ブドウ糖やアミノ酸は小腸の柔毛のどこに吸収されるか。,リンパ管,血管,毛細血管,筋肉,3
915,2,biology,生物,脂肪酸とモノグリセリドは小腸の柔毛のどこに吸収されるか。,リンパ管,血管,毛細血管,筋肉,1
916,2,biology,生物,食物から養分を体内に取り入れるためのはたらきをもつ器官は何というか。,吸収器官,感覚器官,消化器官,分解器官,3
917,2,biology,生物,だ液や胃液、すい液などをまとめて何というか。,消化管,消化器,消化液,消化酵素液,3
918,2,biology,生物,消化液に含まれる、食物の養分を分解するはたらきをもつ物質を何というか。,代謝酵素,消化酵素,分解酵素,吸収酵素,2
919,2,biology,生物,消化酵素がよくはたらく温度は約何度か。,約20度,約30度,約40度,約50度,3
920,2,biology,生物,胆汁はどこでつくられるか。,すい臓,胃,小腸,肝臓,4
921,2,biology,生物,胆汁はどこに蓄えられるか。,胃,胆のう,大腸,肝臓,2
922,2,biology,生物,胆汁の性質として正しいものはどれか。,消化酵素をふくむ,多くの消化酵素を含む,消化酵素をもたない,消化酵素を作り出す,3
923,2,biology,生物,胆汁の役割として正しいものはどれか。,タンパク質を分解する,炭水化物を分解する,脂肪の分解を助ける,水を分解する,3
924,2,biology,生物,口、食道、胃、小腸、大腸、肛門の順に続く１本の管を何というか。,食道管,消化管,吸収管,排出管,2
925,2,biology,生物,だ液のはたらきによってデンプンは何に分解されるか。,アミノ酸,麦芽糖,トリプシン,モノグリセリド,2
926,2,biology,生物,ベネジクト液は何を検出するためのものか。,タンパク質,デンプン,糖,アミノ酸,3
927,2,biology,生物,麦芽糖をベネジクト液で検出すると何色の沈殿ができるか。,青色,黄色,赤褐色,黒色,3
928,2,biology,生物,ベネジクト液はもともと何色か。,無色透明,青色,赤色,黄色,2
929,2,biology,生物,ベネジクト液との反応を調べるとき、試験管に入れたあと何をするか。,急冷する,ヨウ素液を入れて加熱する,沸騰石を入れて加熱する,軽く振る,3
930,2,biology,生物,だ液のはたらきを調べる実験で、40度前後がよくはたらく理由はどれか。,実験する上で安全な温度だから,酵素のはたらきを止める温度だから,特に理由は分かっていない,体温に近いから,4
931,2,biology,生物,ヨウ素液はもともと何色か。,無色透明,黄色,褐色,黒色,3
932,2,biology,生物,小腸の壁にあるひだの表面にある小さな突起は何か。,柔毛,細胞壁,リンパ管,小突起,1
933,2,biology,生物,柔毛があることで養分の吸収が効率よく行える理由はどれか。,酵素の量が多くなるから,温度が高くなるから,小腸の長さが短くなるから,小腸の表面積が大きくなるから,4
934,2,biology,生物,小腸から肝臓へとつながる血管を何というか。,大動脈,門脈（肝門脈）,小腸動脈,毛細血管,2
935,2,biology,生物,脂肪酸とモノグリセリドを吸収するとき、どうなってから吸収されるか。,デンプンになって吸収される,そのまま吸収される,再び脂肪になって吸収される,さらに消化酵素に分解され、吸収される,3
936,2,biology,生物,鼻や口から吸い込まれた空気は、気管を通ってどこに入るか。,胃,心臓,肺,肝臓,3
937,2,biology,生物,肺で酸素をとり入れ、二酸化炭素を出すことを何というか。,内呼吸,外呼吸,細胞呼吸,胸腔,2
938,2,biology,生物,肺胞のまわりにある毛細血管で行われていることはどれか。,血液のろ過,酸素と二酸化炭素の交換,栄養の吸収,酸素の分解,2
939,2,biology,生物,肺胞がたくさん集まっている理由として最も適切なものはどれか。,空気をためるため,結果を空気で冷やすため,表面積を広げて効率よく酸素と二酸化炭素の交換をするため,肺を守るため,3
940,2,biology,生物,ヘモグロビンが持つ性質はどれか。,体内の不要な物質を運ぶ,酸素の多いところで酸素と結びつき、少ないところでは酸素を放す,出血時に血液を固める,病原体を分解する,2
941,2,biology,生物,赤血球のはたらきとして正しいものはどれか。,酸素を運ぶ,病原体を分解する,出血時に血液を固める,栄養をつくる,1
942,2,biology,生物,血しょうの主なはたらきはどれか。,酸素の運搬,不要な物質の分解,養分や不要物を運ぶ,病原体を分解する,3
943,2,biology,生物,組織液とはどのような液体か。,胃液がにじみ出た液体,血しょうが毛細血管からしみ出た液体,胆汁が細胞にしみ出た液体,酵素の液体,2
944,2,biology,生物,組織液の大部分は毛細血管に入って血しょうとなるが、一部はリンパ節入ってできる液体はどれか。,血液,血小板,リンパ液,消化液,3
945,2,biology,生物,肺胞は、細かく枝分かれした何の先にあるか。,血管,気管支,気管,毛細血管,2
946,2,biology,生物,出血したときに血液を固めるはたらきをするのはどれか。,白血球,赤血球,血しょう,血小板,4
947,2,biology,生物,養分や不要な物質を運ぶ役割を持つのはどれか。,血小板,血しょう,白血球,赤血球,2
948,2,biology,生物,細菌やウイルスなどの病原体を分解するのはどれか。,白血球,血しょう,血小板,赤血球,1
949,2,biology,生物,細胞と血液の間で物質のやりとりをするとき、仲立ちしているのは何か。,血小板,血しょう,組織液,酵素,3
950,2,biology,生物,肺やえらなどの器官を何というか。,消化器官,循環器官,呼吸器官,排出器官,3
951,2,biology,生物,心臓から送り出された血液が流れる血管を何というか。,静脈,毛細血管,動脈,組織液,3
952,2,biology,生物,静脈にある、血液の逆流を防ぐしくみは何か。,弁,ポンプ,筋肉,膜,1
953,2,biology,生物,全身に張りめぐらされている非常に細い血管を何というか。,動脈,静脈,毛細血管,リンパ管,3
954,2,biology,生物,酸素を多く含む血液を何というか。,動脈血,静脈血,血しょう,組織液,1
955,2,biology,生物,二酸化炭素を多く含む血液を何というか。,動脈血,静脈血,血しょう,組織液,2
956,2,biology,生物,人の心臓には全部でいくつの部屋があるか。,2つ,3つ,4つ,5つ,3
957,2,biology,生物,心臓の上の部屋は何というか。,心室,心房,弁,門脈,2
958,2,biology,生物,心臓の下の部屋は何というか。,心房,心管,心室,弁,3
959,2,biology,生物,肺に血液を送り出す部屋はどこか。,左心室,右心室,左心房,右心房,2
960,2,biology,生物,全身に血液を送り出す部屋はどこか。,左心室,右心室,左心房,右心房,1
961,2,biology,生物,肺から血液が戻ってくる部屋はどこか。,左心室,右心室,左心房,右心房,3
962,2,biology,生物,全身から血液が戻ってくる部屋はどこか。,左心室,右心室,左心房,右心房,4
963,2,biology,生物,心臓から出た血液が肺以外の全身をめぐって心臓に戻る流れを何というか。,肺循環,体循環,動脈循環,毛細循環,2
964,2,biology,生物,心臓から出た血液が肺を通って心臓に戻る流れを何というか。,肺循環,体循環,動脈循環,毛細循環,1
965,2,biology,生物,肺から心臓へ戻る血管はどれか。,肺動脈,肺静脈,大動脈,大静脈,2
966,2,biology,生物,心臓から肺へ向かう血管はどれか。,肺動脈,肺静脈,大動脈,大静脈,1
967,2,biology,生物,心臓から肺以外の全身へ出ていく血管はどれか。,肺動脈,肺静脈,大動脈,大静脈,3
968,2,biology,生物,肺以外の全身から戻ってくる血液が通る血管はどれか。,肺動脈,肺静脈,大動脈,大静脈,4
969,2,biology,生物,動脈血が流れる血管の組み合わせとして正しいものはどれか。,肺動脈と大動脈,肺静脈と大静脈,肺静脈と大動脈,肺動脈と大静脈,3
970,2,biology,生物,静脈血が流れる血管の組み合わせとして正しいものはどれか。,肺動脈と大動脈,肺静脈と大静脈,肺静脈と大動脈,肺動脈と大静脈,4
971,2,biology,生物,静脈にある弁の役割は何か。,酸素の運搬スピードをあげる,血液を流れる速さのコントロール,血液の逆流を防ぐ,血圧を上げる,3
972,2,biology,生物,心臓が規則正しく収縮することを何というか。,心拍,拍動,脈拍,衝動,2
973,2,biology,生物,血管やリンパ管、心臓などをまとめて何というか。,消化器系,呼吸系,循環系,排出系,3
974,2,biology,生物,最も酸素を多く含む血管はどれか。,肺動脈,肺静脈,大動脈,大静脈,2
975,2,biology,生物,最も二酸化炭素を多く含む血管はどれか。,肺動脈,肺静脈,大動脈,大静脈,1
976,2,biology,生物,養分を最も多く含む血管はどこからどこへ流れているか。,肝臓から小腸,心臓から肝臓,小腸から肝臓,小腸から心臓,3
977,2,biology,生物,養分を最も多く含む血管は何というか。,大動脈,肺動脈,門脈（肝門脈）,肺静脈,3
978,2,biology,生物,動脈と静脈の壁の厚さについて正しいものはどれか。,動脈は静脈より壁が薄い,静脈は動脈より壁が厚い,動脈と静脈の壁の厚さは同じ,動脈は静脈より壁が厚い,4
979,2,biology,生物,心臓の部屋のうち、左心室の特徴は何か。,酸素を取り入れるために広い,肺へ血液を送るため、筋肉が厚い,全身に血液を送り出すため、右心室より壁が厚い,血液を受け取るため、右心房より高い位置にある,3
980,2,biology,生物,細胞の活動によってできた不要な物質を体外に出すはたらきを何というか。,呼吸,排出,消化,吸収,2
981,2,biology,生物,腎臓の主なはたらきはどれか。,酵素を分泌する,血液から酸素をとり入れる,血液中の不要物をこし出して尿をつくる,尿を一時的にため、たまると体外へ排出する,3
982,2,biology,生物,尿がいったんたくわえられる場所はどこか。,腎臓,ぼうこう,輸尿管,肝臓,2
983,2,biology,生物,汗腺のはたらきとして正しいものはどれか。,不要な物質や水分を汗として排出する,二酸化炭素を汗として排出する,血液をろ過し、ろ液を汗として排出する,血液中以外の液体を汗として排出する,2
984,2,biology,生物,肝臓の主なはたらきの一つである、消化を助ける液体をつくるはたらきとは何か。,尿をつくる,胆汁をつくる,尿素をつくる,すい液をつくる,2
985,2,biology,生物,アンモニアを尿素に変えるはたらきがあるのはどの器官か。,腎臓,小腸,肝臓,すい臓,3
986,2,biology,生物,食物中の有害な物質を無害な物質に変えるはたらきをもつ器官はどこか。,腎臓,小腸,肝臓,すい臓,3
987,2,biology,生物,尿がつくられてから排出されるまでの順に並んでいるものはどれか。,腎臓→ぼうこう→輸尿管→尿道,腎臓→輸尿管→ぼうこう→尿道,尿道→ぼうこう→腎臓→輸尿管,輸尿管→腎臓→ぼうこう→尿道,2
988,2,biology,生物,肝臓でブドウ糖の一部は何に変えられて蓄えられるか。,デンプン,アミノ酸,グリコーゲン,アンモニア,3
989,2,biology,生物,血液中のアンモニアは、肝臓で何に変えられるか。,アンモニウム,水,グリコーゲン,尿素,4
990,2,biology,生物,汗と尿の成分として共通して含まれるものはどれか。,酵素と塩分,胆汁と尿素,尿素と塩分,アンモニアと塩分,3
991,2,biology,生物,排出にかかわる器官をまとめて何というか。,呼吸系,循環系,排出系,消化系,3
992,2,biology,生物,尿の約4％は尿素や塩分などである。残りの約96％は何か。,水分,消化酵素,血液,胆汁,1
993,2,biology,生物,体内でできる不要な物質のうち、アンモニアは何によってできるか。,脂肪の分解,炭水化物の消化,タンパク質の分解,胆汁と一緒につくられる,3
994,2,biology,生物,タンパク質を分解したときにアンモニアができるのは、タンパク質に何を含むためか。,炭素（C）,窒素（N）,水素（H）,酸素（O）,2
995,2,biology,生物,肝臓は人体で最も大きい臓器である。では、その質量はどれくらいか。,約0.5～0.8kg,約0.8～1.0kg,約1.0〜1.5kg,約1.5～2.0kg,3
996,2,biology,生物,肝臓のはたらきの数として正しいものはどれか。,10種類以下,約100種類,約250種類,500種類以上,4
997,2,biology,生物,肝臓がアンモニア以外にも無害に変える有害物質の例はどれか。,ナトリウム,水素,アルコール,尿素,3
998,2,biology,生物,肝臓は人体のどこに位置するか。,小腸の下,横隔膜の下,胃の上,心臓の右,2
999,2,biology,生物,骨と筋肉でできた体を動かす器官を何というか。,呼吸器官,消化器官,運動器官,感覚器官,3
1000,2,biology,生物,運動器官は何と何によって動くか。,骨格と関節,骨格と筋肉,関節と神経,筋肉と神経,2
1001,2,biology,生物,うでを曲げるときに収縮するのはどの筋肉か。,外側の筋肉,内側の筋肉,背中の筋肉,首の筋肉,2
1002,2,biology,生物,外からの刺激を受け取る器官を何というか。,感覚器官,運動器官,排出器官,消化器官,1
1003,2,biology,生物,目で光を受け取る部分はどこか。,虹彩,網膜,水晶体,毛様体,2
1004,2,biology,生物,耳の中で鼓膜の振動をうずまき管へ伝える部分はどこか。,外耳,耳小骨,鼓膜,三半規管,2
1005,2,biology,生物,刺激や命令の信号を伝えるしくみを何というか。,消化系,呼吸系,神経系,排出系,3
1006,2,biology,生物,熱いものにふれて手を引っこめるなどの無意識の反応を何というか。,無意識運動,自律反応,反応,反射,4
1007,2,biology,生物,脳や脊髄にあたる神経をまとめて何というか。,末しょう神経,感覚神経,運動神経,中枢神経,4
1008,2,biology,生物,全身に広がっている神経で、中枢神経と体の各部分をつなぐものは何か。,末しょう神経,感覚神経,運動神経,中枢神経,1
1009,2,biology,生物,目や耳などの感覚器官からの信号を脳や脊髄へ伝える神経を何というか。,末しょう神経,感覚神経,運動神経,中枢神経,2
1010,2,biology,生物,脳や脊髄から命令を伝え、運動器官を動かす神経を何というか。,末しょう神経,感覚神経,運動神経,中枢神経,3
1011,2,biology,生物,脊髄が命令を直接出し、無意識に体が反応するしくみを何というか。,無意識運動,自律反応,反応,反射,4
1012,2,biology,生物,刺激を受けてから運動器官が反応するまでの経路で、反射では通らないのはどれか。,感覚神経,脊髄,脳,運動神経,3
1013,2,biology,生物,筋肉の両端にあるものは何か。,関節,骨,けん,筋膜,3
1014,2,biology,生物,うずまき管から聴神経には何が伝わるか。,耳小骨の振動,筋肉の振動,内部の液体の振動,鼓膜の振動,3
1015,2,biology,生物,ひとみの大きさを変えて光の量を調節する部分はどれか。,網膜,毛様体,水晶体,虹彩,4
1016,2,biology,生物,皮ふにある、刺激を受け取る部分を何というか。,感覚点,運動点,触覚,圧覚,1
1017,2,biology,生物,手でふれてから手を動かす反応の経路として正しいものはどれか。,感覚器官→運動神経→脳→運動器官,感覚器官→感覚神経→脊髄→脳→脊髄→運動神経→運動器官,感覚器官→感覚神経→脳→運動神経→運動器官,感覚器官→脊髄→感覚神経→運動器官,2
1018,2,biology,生物,目で光の刺激を受けて体を動かすときの反応経路として正しいものはどれか。,目→感覚神経→脳→脊髄→運動神経→運動器官,目→感覚神経→脊髄→脳→脊髄→運動神経→運動器官,目→感覚神経→脳→運動神経→運動器官,目→感覚神経→運動神経→運動器官,1
